make,type,transmission,fuel,fuel_comb,emissions,engine(l),cylinder
nissan,van_wagon,continuously_variable,x,10.2,240,3.5,6
honda,mid_size,manual,x,7.4,172,2,4
nissan,pickup,automatic_shift,x,13.3,315,5.6,8
porsche,full_size,automated_manual,z,11.2,261,4,8
volkswagen,compact,manual,z,8.9,205,2,4
gmc,pickup,automatic,x,12,280,2.7,4
bmw,two_seater,manual,z,9,211,2,4
hyundai,compact,manual,x,8,184,1.6,4
hyundai,suv,automatic_shift,x,11.5,264,2,4
gmc,pickup,automatic,x,14,329,5.3,8
porsche,compact,automated_manual,z,9.8,228,3,6
kia,van_wagon,manual,x,9,207,1.6,4
ford,pickup,automatic,e,19.7,315,5,8
mercedes_benz,mid_size,automatic_shift,d,7.4,200,2.1,4
gmc,van_wagon,automatic,x,18,414,4.8,8
nissan,pickup,automatic_shift,x,11.6,273,3.8,6
jeep,suv,manual,x,13.4,312,3.6,6
dodge,mid_size,automatic,z,12.7,302,6.4,8
bmw,suv,automatic_shift,z,10.9,257,3,6
hyundai,suv,automatic_shift,x,11.5,268,3.3,6
lexus,suv,automatic_shift,z,16.5,395,5.7,8
porsche,compact,manual,z,11.1,255,3.4,6
cadillac,mid_size,automatic_shift,x,10.8,248,3.6,6
audi,suv,automatic_shift,z,12.7,292,3,6
infiniti,mid_size,automatic_shift,z,9.7,228,2,4
mercedes_benz,other,automatic_shift,z,10.9,248,2,4
ford,mid_size,automatic_shift,x,8,188,1.5,4
chevrolet,suv,automatic,x,14,325,5.3,8
buick,suv,automatic,z,10.7,250,2,4
bmw,compact,automatic_shift,z,8.8,207,2,4
bmw,compact,manual,z,9.3,219,2,4
audi,compact,automated_manual,z,10.4,243,2.5,5
cadillac,van_wagon,automatic_shift,x,11.1,255,3,6
mazda,two_seater,manual,z,7.8,183,2,4
toyota,mid_size,continuously_variable,x,7.2,168,1.8,4
jeep,suv,automatic,x,10,230,2.4,4
chevrolet,suv,automatic,e,19.1,306,5.3,8
nissan,mid_size,manual,x,7.7,180,1.6,4
volkswagen,compact,automated_manual,d,6.5,175,2,4
audi,suv,automatic_shift,x,10.6,248,2,4
bmw,compact,automatic_shift,z,8.7,204,2,4
toyota,suv,automatic_shift,x,8.9,208,2.5,4
mercedes_benz,compact,automatic_shift,z,9.4,216,1.8,4
ford,suv,automatic_shift,x,8.4,197,1,3
ford,pickup,automatic_shift,x,11,258,2.7,6
jaguar,mid_size,automatic_shift,d,6.9,186,2,4
porsche,compact,automated_manual,z,11.2,260,3.8,6
jaguar,full_size,automatic_shift,z,11.8,276,3,6
audi,compact,automatic,z,11.4,262,3,6
dodge,mid_size,manual,z,15.1,352,6.2,8
nissan,suv,continuously_variable,x,10.4,244,3.5,6
bmw,compact,automated_manual,z,14.7,344,4.4,8
infiniti,compact,automatic_shift,z,8.5,200,3.5,6
toyota,compact,continuously_variable,x,7.3,170,1.8,4
subaru,van_wagon,continuously_variable,x,7.6,178,2,4
kia,suv,automatic_shift,x,11.2,260,2,4
porsche,compact,automated_manual,z,9.9,231,3,6
gmc,suv,automatic,x,8.6,201,1.5,4
ford,van_wagon,automatic_shift,x,14.7,340,3.7,6
bmw,compact,automated_manual,z,10.4,244,3,6
mercedes_benz,mid_size,automatic_shift,z,11.6,267,4.7,8
cadillac,mid_size,manual,z,14.8,340,6.2,8
nissan,suv,continuously_variable,x,8.6,198,2.5,4
gmc,suv,automatic,x,13.8,325,5.3,8
mercedes_benz,suv,automatic,z,16.3,378,4,8
toyota,mid_size,continuously_variable,x,5.9,136,2.5,4
infiniti,mid_size,automatic_shift,z,11.7,274,3.7,6
jeep,suv,automatic,d,9.5,255,3,6
buick,suv,automatic_shift,x,9.1,214,1.4,4
chevrolet,suv,manual,x,10.2,235,2.4,4
toyota,compact,manual,z,9.9,232,2,4
dodge,mid_size,automatic,x,8.6,201,2,4
nissan,mid_size,continuously_variable,x,7.2,167,1.8,4
kia,suv,automatic_shift,x,11.1,263,2,4
chevrolet,compact,manual,z,10.1,235,2,4
volkswagen,compact,automatic_shift,x,8.2,191,2,4
cadillac,van_wagon,automatic_shift,z,16.5,382,6.2,8
mercedes_benz,compact,automatic,z,13.1,306,4,8
kia,van_wagon,automatic_shift,x,8.8,208,2,4
ford,pickup,automatic_shift,x,12.7,298,3.5,6
ford,compact,manual,x,13.3,311,5,8
ford,suv,automatic_shift,x,12.1,278,3.5,6
infiniti,compact,automatic_shift,z,10.8,251,3,6
hyundai,suv,automatic_shift,x,10.7,255,2,4
dodge,van_wagon,automatic,e,16.7,274,3.6,6
mercedes_benz,suv,automatic,z,13.3,312,3,6
volkswagen,van_wagon,manual,d,6.7,179,2,4
volkswagen,mid_size,automatic_shift,x,8,187,1.8,4
buick,suv,automatic_shift,x,9.2,212,1.4,4
volkswagen,van_wagon,automatic,x,9.3,218,2.5,5
bmw,compact,automatic_shift,z,13.8,322,4.4,8
ford,other,automatic_shift,x,10.7,252,2.5,4
lexus,mid_size,automatic_shift,x,9.1,211,3.5,6
gmc,suv,automatic,e,13.6,223,2.4,4
honda,mid_size,manual,x,7.5,176,2,4
buick,suv,automatic,x,9.9,232,2.5,4
cadillac,compact,automatic_shift,x,10.6,248,3.6,6
volkswagen,compact,manual,x,8.5,199,2,4
jeep,suv,automatic,x,12.7,299,3.6,6
hyundai,mid_size,manual,x,7.7,177,1.8,4
audi,full_size,automatic_shift,z,10.5,242,3,6
mercedes_benz,suv,automatic,z,16.5,378,4,8
mini,compact,manual,z,9,210,2,4
jaguar,compact,automatic_shift,z,13.3,308,5,8
mercedes_benz,two_seater,automated_manual,z,13.8,322,4,8
subaru,suv,manual,x,9.7,227,2.5,4
chevrolet,two_seater,automatic_shift,z,14.3,329,6.2,8
jeep,suv,manual,x,9.3,214,2.4,4
gmc,suv,automatic,z,14,330,6.2,8
nissan,mid_size,continuously_variable,x,7.8,185,2.5,4
gmc,suv,automatic,d,7.4,199,1.6,4
ford,pickup,automatic_shift,e,17.8,292,5,8
ford,pickup,automatic_shift,e,17.5,296,5,8
toyota,mid_size,automatic_shift,x,9.5,218,3.5,6
jeep,suv,automatic,x,11.2,265,3.6,6
kia,full_size,automated_manual,x,8.7,207,1.6,4
mazda,mid_size,automatic_shift,x,8,187,2.5,4
honda,compact,manual,x,6.8,158,1.5,4
jeep,suv,automatic,x,14.1,331,5.7,8
lexus,suv,continuously_variable,x,7.4,172,2.5,4
ford,compact,manual,x,7.6,175,1.6,4
mazda,compact,automatic_shift,x,8.2,192,2,4
bmw,compact,automatic_shift,z,9.3,227,3,6
bmw,suv,automatic_shift,z,9.5,222,2,4
gmc,suv,automatic,x,11.7,275,3.6,6
ford,van_wagon,automatic_shift,x,15.1,354,3.7,6
mercedes_benz,suv,automatic_shift,z,15.6,359,4.7,8
dodge,mid_size,automatic,e,11.5,187,2,4
toyota,suv,automatic_shift,x,10.6,247,3.5,6
infiniti,suv,continuously_variable,z,10.8,252,3.5,6
ford,other,automatic_shift,e,14.2,233,2.5,4
porsche,full_size,automated_manual,z,11.2,261,4,8
mercedes_benz,mid_size,automatic_shift,z,10.8,253,3,6
toyota,compact,continuously_variable,x,4.8,110,1.5,4
toyota,compact,manual,x,6.8,164,1.5,4
chevrolet,compact,manual,z,15.5,357,6.2,8
volvo,suv,automatic_shift,z,10.7,248,2,4
audi,compact,automated_manual,x,9.3,221,2,4
lexus,suv,automatic_shift,z,14.7,341,4.6,8
bmw,full_size,automatic_shift,z,10.3,241,3,6
porsche,compact,manual,z,10.8,253,3.8,6
mercedes_benz,two_seater,automatic,z,8.5,202,2,4
mini,compact,automatic_shift,z,8.2,189,2,4
volvo,suv,automatic_shift,x,9.1,213,2,4
dodge,mid_size,manual,z,13.9,320,6.4,8
kia,van_wagon,automatic_shift,x,11.4,269,3.3,6
toyota,suv,automatic_shift,x,9,210,2.5,4
jaguar,two_seater,automatic_shift,z,10.6,244,3,6
ford,compact,automatic_shift,x,7.4,176,1,3
audi,two_seater,manual,z,16.4,377,5.2,10
honda,full_size,continuously_variable,x,7.6,177,1.5,4
jaguar,two_seater,automatic_shift,z,12.8,302,5,8
mercedes_benz,compact,automatic_shift,z,15.1,347,6.2,8
chevrolet,suv,automatic,x,10.2,238,2.5,4
mini,compact,automatic_shift,z,8.1,186,1.6,4
nissan,mid_size,continuously_variable,z,9.6,227,3.5,6
infiniti,suv,continuously_variable,z,9,211,2,4
cadillac,compact,automatic_shift,z,9.3,221,2,4
ford,pickup,automatic_shift,e,17.9,286,5,8
audi,compact,continuously_variable,z,8.9,205,2,4
infiniti,suv,automatic_shift,z,12.8,301,3.7,6
chevrolet,full_size,automatic_shift,e,14.5,232,3.6,6
lexus,mid_size,automatic_shift,z,12.9,303,4.6,8
gmc,pickup,automatic,d,9.9,265,3,6
porsche,compact,manual,z,11.2,258,3.8,6
bmw,compact,automatic_shift,z,8.7,200,2,4
volkswagen,compact,manual,z,9.4,216,2,4
porsche,two_seater,manual,z,10.8,249,2.5,4
volkswagen,van_wagon,manual,x,9.6,225,1.8,4
chevrolet,pickup,automatic,x,11.3,260,2.5,4
chevrolet,compact,automatic_shift,z,15.1,355,6.2,8
ford,pickup,automatic_shift,e,18,300,5,8
chevrolet,pickup,automatic,x,14.1,331,3.6,6
dodge,mid_size,manual,x,8.8,202,2.4,4
porsche,two_seater,automated_manual,z,9.8,225,3.4,6
kia,compact,manual,x,7.7,177,1.6,4
jeep,suv,automatic,x,10.4,245,2,4
ford,pickup,automatic_shift,x,14.7,340,5,8
mercedes_benz,suv,automated_manual,z,9,209,2,4
dodge,suv,automatic,x,11.1,261,2.4,4
chevrolet,compact,manual,z,9.8,229,2,4
ford,compact,automatic,e,10.4,165,2,4
volkswagen,compact,automated_manual,z,5.4,124,1.4,4
porsche,compact,automated_manual,z,11.9,278,3.8,6
chevrolet,pickup,automatic,x,14.7,347,4.3,6
nissan,mid_size,continuously_variable,z,8.2,193,1.6,4
bmw,compact,automatic_shift,z,9.7,221,2,4
audi,compact,automatic_shift,z,9.8,230,3,6
bmw,full_size,automatic_shift,d,8.8,238,3,6
kia,van_wagon,automated_manual,x,4.7,110,1.6,4
bmw,mid_size,automatic,z,10.1,232,3,6
cadillac,compact,manual,z,10.4,240,2,4
mini,compact,automatic,z,8.3,191,1.6,4
gmc,suv,automatic,x,13.3,312,5.3,8
bmw,compact,automatic_shift,z,9.6,224,3,6
buick,suv,automatic_shift,x,9.1,214,1.4,4
bmw,suv,automatic_shift,z,12.8,302,4.4,8
jaguar,compact,automatic_shift,z,10.2,238,3,6
chevrolet,pickup,automatic,x,13.1,307,5.3,8
hyundai,compact,manual,x,7.8,184,1.6,4
dodge,mid_size,automatic,x,8.5,198,2,4
nissan,van_wagon,continuously_variable,z,8,189,1.6,4
mazda,compact,manual,x,7,161,2,4
bmw,compact,automatic_shift,z,8.8,208,2,4
audi,compact,automated_manual,z,9.5,222,2,4
chevrolet,compact,continuously_variable,x,7.1,167,1.4,4
mercedes_benz,compact,automatic,z,11.7,275,4,8
kia,full_size,automatic_shift,x,9.3,222,2,4
honda,compact,manual,x,7.6,175,1.8,4
hyundai,mid_size,automatic_shift,x,7.4,174,2,4
chevrolet,mid_size,automatic_shift,x,8,184,2.5,4
mercedes_benz,compact,automatic_shift,z,12.3,289,4.7,8
gmc,pickup,automatic,e,17,283,5.3,8
porsche,two_seater,automated_manual,z,9.7,230,2.5,4
porsche,two_seater,automated_manual,z,9.4,219,2,4
cadillac,mid_size,automatic_shift,z,11.8,276,3,6
gmc,suv,automatic,e,17.9,298,5.3,8
bmw,compact,automatic,z,9.6,221,3,6
infiniti,compact,automatic_shift,z,7.5,172,3.5,6
audi,suv,automatic_shift,z,11.2,260,3,6
ford,mid_size,continuously_variable,x,5.5,130,2,4
chevrolet,van_wagon,automatic,e,25.7,411,6,8
audi,mid_size,automatic_shift,z,11.9,281,4,8
honda,compact,continuously_variable,x,7.5,176,2,4
nissan,mid_size,continuously_variable,z,8.7,205,1.6,4
nissan,pickup,automatic,x,16.1,370,5.6,8
toyota,suv,automatic_shift,x,10.5,241,2.7,4
mercedes_benz,compact,automatic_shift,z,10.6,244,3.5,6
jeep,suv,automatic,x,11.1,259,3.2,6
chevrolet,pickup,automatic,x,12.7,290,4.3,6
ford,pickup,automatic_shift,x,14.8,340,5,8
subaru,mid_size,continuously_variable,x,7.5,174,2,4
mazda,compact,automatic_shift,x,8.2,192,2,4
subaru,suv,continuously_variable,x,8.4,196,2.5,4
ford,compact,manual,x,13.3,319,5,8
mercedes_benz,full_size,automatic_shift,z,14.6,349,6,12
lexus,suv,continuously_variable,x,7.4,170,2.5,4
chevrolet,pickup,automatic,e,16.5,284,4.3,6
mini,two_seater,automatic,z,8.3,191,1.6,4
ford,compact,manual,e,10.9,174,2,4
bmw,compact,automatic_shift,z,9.7,231,3,6
mercedes_benz,other,automatic,z,11.4,268,2,4
porsche,compact,manual,z,10.3,241,3,6
kia,suv,automatic_shift,x,10.4,245,2.4,4
hyundai,mid_size,automatic_shift,x,8.6,203,2,4
dodge,mid_size,automatic,x,10.3,237,3.6,6
toyota,mid_size,automatic_shift,x,7.4,173,2.5,4
bmw,compact,manual,z,11,256,3,6
mercedes_benz,suv,automatic,z,20.3,473,6,12
ford,compact,manual,x,7,164,1,3
dodge,mid_size,manual,x,13.1,301,5.7,8
dodge,mid_size,automatic,z,12.9,302,6.4,8
gmc,pickup,automatic,x,10.8,252,2.5,4
jeep,suv,manual,x,9.4,216,2.4,4
ford,suv,automatic,x,16,368,5.4,8
volkswagen,suv,automatic_shift,x,9.8,229,2,4
porsche,compact,automated_manual,z,10.6,248,3,6
kia,compact,manual,x,7.8,181,1.6,4
audi,compact,continuously_variable,z,8.8,202,2,4
chevrolet,pickup,automatic,d,9.3,252,2.8,4
hyundai,compact,manual,x,7.8,186,1.6,4
audi,mid_size,automated_manual,z,12.8,298,4,8
porsche,full_size,automated_manual,z,12.6,295,4,8
chevrolet,compact,automatic_shift,x,7.8,184,1.4,4
audi,compact,automated_manual,z,11,253,3,6
dodge,mid_size,automatic,x,10.4,242,3.6,6
audi,full_size,automatic_shift,z,15.5,363,6.3,12
chevrolet,full_size,automatic_shift,e,14.6,245,3.6,6
chevrolet,pickup,automatic,x,14.1,331,3.6,6
hyundai,mid_size,manual,x,7.6,180,1.8,4
ford,pickup,automatic_shift,x,14.5,339,3.5,6
chevrolet,suv,automatic,x,12.7,292,5.3,8
toyota,suv,automatic_shift,x,16.5,384,5.7,8
gmc,pickup,manual,x,10.8,248,2.5,4
bmw,compact,automatic_shift,z,8.9,211,2,4
audi,compact,automated_manual,z,11,259,3,6
jaguar,full_size,automatic_shift,z,13.3,313,5,8
porsche,compact,automated_manual,z,10.7,246,3.8,6
ford,pickup,automatic_shift,x,11.6,273,3.3,6
ford,compact,manual,x,8.9,205,2,4
gmc,suv,automatic,e,17.6,288,5.3,8
nissan,pickup,automatic,x,13.9,326,4,6
gmc,pickup,manual,x,10.8,253,2.5,4
dodge,full_size,automatic,x,10.3,242,3.6,6
chevrolet,pickup,automatic,x,13.1,307,5.3,8
honda,suv,automatic,x,10.8,253,3.5,6
mazda,compact,manual,x,8,186,2,4
nissan,two_seater,manual,z,11.5,270,3.7,6
toyota,van_wagon,automatic_shift,x,11.7,274,3.5,6
ford,compact,automatic_shift,x,10.7,253,3.7,6
kia,van_wagon,manual,x,8.8,206,2,4
dodge,suv,automatic,e,16.2,259,3.6,6
ford,pickup,automatic_shift,x,10.9,256,2.7,6
hyundai,compact,automated_manual,x,7.5,177,1.6,4
nissan,mid_size,manual,x,8,188,2,4
audi,compact,automated_manual,x,9.5,223,2,4
jeep,suv,continuously_variable,x,10,235,2,4
mercedes_benz,suv,automatic,z,10,234,2,4
toyota,pickup,automatic_shift,x,11.4,267,3.5,6
porsche,suv,automatic,z,14.2,334,4.8,8
chevrolet,van_wagon,manual,x,8.1,190,1.8,4
ford,suv,automatic_shift,x,12.9,303,3.5,6
lexus,compact,automatic_shift,z,11,258,3.5,6
buick,mid_size,automatic_shift,z,9.7,227,2,4
nissan,mid_size,continuously_variable,x,9,214,3.5,6
mazda,compact,automatic_shift,x,7.6,179,2,4
mercedes_benz,two_seater,automatic_shift,z,12.4,298,5.5,8
subaru,mid_size,continuously_variable,x,10.2,239,3.6,6
porsche,compact,automated_manual,z,12.3,285,3.8,6
porsche,two_seater,automated_manual,z,9.4,219,2,4
bmw,suv,automatic,z,11.9,274,3,6
bmw,compact,manual,z,11,256,3,6
bmw,compact,manual,z,13.7,321,4.4,8
volvo,suv,automatic_shift,x,8.8,202,2,4
volkswagen,compact,automatic_shift,x,8.7,203,1.8,4
mazda,compact,automatic_shift,x,8,189,2,4
ford,van_wagon,automatic,e,22.5,360,5.4,8
mercedes_benz,suv,automatic_shift,z,17.5,407,5.5,8
nissan,van_wagon,continuously_variable,x,9.9,232,3.5,6
mini,van_wagon,automatic_shift,z,9.2,215,1.5,3
audi,suv,automatic_shift,z,10.4,244,2,4
bmw,compact,automated_manual,z,14.7,344,4.4,8
ford,compact,automatic_shift,x,10.3,242,2.3,4
bmw,compact,automatic_shift,d,7,189,2,4
jeep,pickup,automatic,x,12.3,290,3.6,6
toyota,suv,automatic_shift,x,10.4,251,3.5,6
gmc,suv,automatic,e,19.1,306,5.3,8
bmw,suv,automatic_shift,z,11.5,270,3,6
nissan,suv,continuously_variable,x,8.3,191,2.5,4
mini,mid_size,automatic_shift,z,9,210,2,4
volvo,suv,automatic_shift,z,9,211,2,4
mazda,suv,automatic_shift,x,8.6,204,2.5,4
ford,suv,automatic_shift,x,9.6,224,2,4
dodge,full_size,automatic,z,14.5,339,6.2,8
honda,full_size,manual,x,7.2,167,1.5,4
chevrolet,compact,manual,z,14.7,338,6.2,8
toyota,mid_size,automatic_shift,x,8.2,190,2.5,4
chevrolet,pickup,automatic,e,18.3,309,5.3,8
gmc,suv,automatic,x,10.5,248,2.5,4
jaguar,two_seater,manual,z,12.7,296,3,6
mini,compact,automatic_shift,z,8.5,198,2,4
jeep,suv,automatic,x,9.8,225,2,4
jaguar,compact,automatic_shift,z,12.6,290,5,8
ford,suv,automatic_shift,x,12.9,303,3.5,6
jeep,suv,manual,x,12.2,285,3.6,6
gmc,van_wagon,automatic,e,22.6,362,5.3,8
bmw,full_size,automatic,z,9.2,212,3,6
mazda,suv,automatic_shift,x,8.6,198,2.5,4
bmw,mid_size,automatic_shift,z,10.2,238,3,6
bmw,full_size,automatic_shift,z,11.7,282,4.4,8
mini,compact,manual,z,7.5,175,1.5,3
mini,compact,automatic_shift,z,7.7,181,1.5,3
ford,suv,automatic_shift,x,9.7,231,2,4
volkswagen,compact,manual,d,6.5,176,2,4
bmw,compact,manual,z,10.4,246,3,6
chevrolet,suv,automatic,x,13.7,322,3.6,6
gmc,suv,automatic,z,14.7,338,6.2,8
mercedes_benz,compact,automatic_shift,z,11.7,275,4.7,8
chevrolet,two_seater,manual,z,13.3,318,6.2,8
kia,suv,automatic_shift,x,10,231,2.4,4
chevrolet,compact,automatic_shift,x,6.8,159,1.4,4
volkswagen,compact,automatic,x,8.7,200,1.8,4
volvo,compact,automatic_shift,z,9.3,218,2,4
chevrolet,two_seater,manual,z,13.4,312,6.2,8
mercedes_benz,other,automatic,z,11.4,268,2,4
cadillac,suv,automatic_shift,x,11.2,263,3.6,6
chevrolet,suv,automatic,e,18.4,305,5.3,8
chevrolet,full_size,automatic_shift,e,14.5,239,3.6,6
porsche,two_seater,automated_manual,z,9.8,225,3.4,6
chevrolet,pickup,automatic,x,14.7,354,5.3,8
honda,van_wagon,automatic,x,10.6,244,3.5,6
toyota,pickup,automatic_shift,x,11.7,274,2.7,4
volkswagen,full_size,automatic_shift,z,10,234,2,4
mercedes_benz,compact,automatic,z,11,257,3,6
porsche,compact,manual,z,11.2,262,3.8,6
hyundai,compact,manual,x,8.4,200,1.6,4
mini,two_seater,automatic,z,7.6,175,1.6,4
ford,compact,manual,x,7.9,184,1.6,4
mercedes_benz,two_seater,automated_manual,z,15.6,359,6.2,8
kia,full_size,manual,x,9.8,225,1.6,4
bmw,compact,manual,z,10.8,256,3,6
gmc,pickup,automatic,d,9.5,255,2.8,4
volvo,suv,automatic_shift,x,11.2,258,3.2,6
chevrolet,mid_size,automatic_shift,x,7.5,175,1.4,4
bmw,compact,automatic_shift,z,8.9,205,2,4
audi,mid_size,automatic_shift,z,10.9,255,2.9,6
bmw,compact,manual,z,9,207,2,4
bmw,mid_size,automatic_shift,z,10,236,3,6
ford,compact,automatic_shift,x,7.6,175,1.6,4
honda,mid_size,manual,x,8.8,200,2.4,4
toyota,compact,continuously_variable,x,7.1,165,1.8,4
mercedes_benz,compact,automatic_shift,z,13.2,304,4.7,8
porsche,compact,automated_manual,z,10.7,251,3.8,6
gmc,pickup,automatic,x,11.3,265,2.5,4
ford,full_size,automatic_shift,e,16,267,3.5,6
porsche,two_seater,automated_manual,z,13.5,315,3.8,6
ford,compact,automatic_shift,x,10.4,242,2.3,4
porsche,compact,automated_manual,z,10.5,246,3.4,6
audi,full_size,automatic_shift,z,14.5,339,4,8
audi,two_seater,automated_manual,x,9.1,213,2,4
bmw,two_seater,automated_manual,z,12.1,278,3,6
chevrolet,compact,automatic_shift,x,10.4,246,3.6,6
nissan,mid_size,continuously_variable,x,7.1,167,2,4
bmw,compact,automatic_shift,z,8.2,197,2,4
hyundai,suv,automatic_shift,x,7.9,187,2,4
mercedes_benz,suv,automatic,z,13,305,3,6
jeep,suv,manual,x,11.8,277,3.6,6
toyota,suv,automatic_shift,x,9.5,218,2.5,4
gmc,suv,automatic,x,12.7,290,3.6,6
hyundai,suv,automatic_shift,x,8.6,202,2,4
gmc,suv,automatic,z,14.5,340,6.2,8
ford,pickup,automatic_shift,x,14.8,347,5,8
ford,pickup,automatic_shift,x,12.9,303,3.5,6
hyundai,compact,manual,x,7.7,177,1.6,4
chevrolet,mid_size,manual,x,7.1,163,1.4,4
hyundai,full_size,automatic_shift,z,13.3,312,5,8
mazda,mid_size,automatic_shift,x,7.5,174,2,4
toyota,van_wagon,manual,x,8.2,189,1.8,4
mini,compact,automatic_shift,z,8.4,197,2,4
porsche,two_seater,manual,z,10.8,257,2.5,4
bmw,compact,manual,z,11.6,273,3,6
jeep,suv,automatic,x,9.4,216,2.4,4
mini,mid_size,automatic_shift,z,9.2,215,1.5,3
audi,mid_size,automatic_shift,z,10,238,3,6
bmw,compact,manual,z,11.7,273,3,6
honda,compact,manual,x,8.1,189,2,4
ford,pickup,automatic_shift,x,13.8,323,5,8
dodge,mid_size,automatic,x,12.3,289,5.7,8
bmw,suv,automatic_shift,z,11.1,255,3,6
mazda,compact,manual,x,8.2,194,2.5,4
kia,full_size,automatic_shift,x,8.1,193,2.4,4
mini,compact,manual,z,8,184,1.6,4
lexus,suv,automatic_shift,z,9.7,226,2,4
audi,suv,automatic_shift,z,11.8,276,3,6
subaru,suv,continuously_variable,z,9.5,223,2,4
bmw,compact,manual,z,11.8,278,3,6
volkswagen,compact,automated_manual,d,6.5,177,2,4
jeep,suv,automatic,x,10,235,2.4,4
dodge,full_size,automatic,e,15,248,3.6,6
ford,compact,automatic_shift,x,12.4,285,5,8
bmw,compact,automatic_shift,z,8.3,195,2,4
kia,full_size,manual,x,8.4,197,2,4
porsche,compact,manual,z,10.8,246,3.8,6
hyundai,compact,manual,x,8.3,196,1.6,4
jaguar,full_size,automatic_shift,z,12.4,285,3,6
bmw,compact,automatic_shift,z,12.8,294,4.4,8
volvo,compact,automatic_shift,x,8.4,193,2,4
chevrolet,mid_size,automatic_shift,x,7.8,184,1.4,4
audi,suv,automatic_shift,z,11.1,260,3,6
buick,suv,automatic,x,12.3,283,3.6,6
jaguar,full_size,automatic_shift,e,17.5,280,5,8
mazda,suv,automatic_shift,x,9.6,225,2.5,4
toyota,pickup,automatic_shift,x,11.4,268,3.5,6
chevrolet,mid_size,automatic_shift,x,8.8,202,1.8,4
bmw,compact,manual,z,10.4,242,3,6
chevrolet,two_seater,automatic_shift,z,11.7,275,6.2,8
gmc,suv,automatic,x,11.4,269,3.6,6
mercedes_benz,suv,automatic_shift,z,18.5,417,5.5,8
porsche,compact,manual,z,10.7,246,3.4,6
toyota,mid_size,automatic,x,7.7,177,1.8,4
bmw,full_size,automatic_shift,z,12.5,292,4.4,8
ford,suv,automatic_shift,x,8.2,195,1,3
porsche,compact,automated_manual,z,10.1,232,3.4,6
audi,suv,automatic_shift,z,12.7,296,3,6
chevrolet,compact,manual,x,7.4,174,1.4,4
hyundai,mid_size,manual,x,7.9,187,2,4
kia,compact,manual,x,7.5,175,1.6,4
bmw,suv,automatic_shift,d,8.9,233,3,6
toyota,pickup,manual,x,12.9,300,3.5,6
cadillac,suv,automatic_shift,x,12.8,300,3.6,6
ford,pickup,automatic_shift,x,17.5,402,6.2,8
toyota,pickup,manual,x,12.9,300,3.5,6
volvo,compact,automatic_shift,x,9.7,226,2,4
mercedes_benz,suv,automatic,z,17.5,410,4,8
mini,compact,automatic_shift,z,8.4,197,2,4
mini,compact,automatic_shift,z,7.7,181,1.5,3
infiniti,mid_size,automatic_shift,z,12.3,283,5.6,8
mercedes_benz,mid_size,automatic_shift,z,10.4,244,3,6
kia,suv,automatic_shift,x,10.5,246,2.4,4
bmw,compact,automatic_shift,z,10.6,249,3,6
lexus,compact,automatic_shift,z,10.6,246,3.5,6
mini,two_seater,automatic_shift,z,8.1,186,1.6,4
mercedes_benz,van_wagon,automatic_shift,z,13.3,310,5.5,8
nissan,pickup,automatic_shift,x,13.3,312,5.6,8
bmw,compact,automatic_shift,z,8.7,200,2,4
volkswagen,compact,automatic_shift,x,8.2,192,1.8,4
audi,compact,manual,z,9,210,2,4
ford,suv,automatic_shift,x,10.3,241,2,4
gmc,pickup,automatic,x,14.4,339,5.3,8
mercedes_benz,compact,automatic,z,12.2,285,4,8
jeep,suv,automatic,x,10,233,2.4,4
