category,avg_rating,number_ratings,enrollment,last_updated,lectures,duration,cost,discount,inst_rating,inst_review,inst_student
office_productivity,4.4,4944.0,19817.0,17.0,82.0,888.0,25.99,88.0,4.4,14384.0,63776.0
it_software,4.4,21149.0,71047.0,20.0,685.0,4800.0,16.99,83.0,4.5,46162.0,130166.0
it_software,3.7,298.0,1420.0,20.0,268.0,1812.0,16.990340000000003,51.0,3.7,299.0,1420.0
it_software,3.9,143.0,1359.0,20.0,64.0,146.0,16.990340000000003,87.0,4.2,1238.0,4929.0
design,4.3,267.0,1241.0,18.0,30.0,158.0,21.99,89.0,4.1,692.0,6018.0
business,4.5,180.0,1516.0,20.0,54.0,225.0,16.99,49.0,4.3,3881.0,28152.0
development,3.8,383.0,1895.0,20.0,429.0,5406.0,19.99,81.0,3.8,398.0,1965.0
development,4.1,1034.0,6276.0,19.0,23.0,66.0,23.99,84.0,3.9,86364.0,1205315.0
it_software,4.2,131.0,615.0,19.0,274.0,1277.0,21.99,74.0,4.4,561.0,1607.0
personal_development,4.7,6650.0,25716.0,17.0,74.0,822.0,23.99,88.0,4.7,14176.0,43434.0
business,4.6,2273.0,13558.0,15.0,48.0,337.0,24.99,92.0,4.5,2439.0,13899.0
it_software,3.3,319.0,1945.0,20.0,91.0,997.0,21.99,69.0,3.3,319.0,1946.0
it_software,4.6,2374.0,10565.0,20.0,276.0,867.0,16.99,69.0,4.5,12682.0,48455.0
design,4.4,404.0,1930.0,19.0,125.0,1126.0,19.99,89.0,4.5,904.0,28761.0
development,4.6,1972.0,10277.0,18.0,148.0,596.0,17.990650000000002,82.0,4.5,13481.0,93689.0
it_software,4.5,355.0,3238.0,20.0,286.0,806.0,200.04707000000002,89.0,4.5,19007.0,52032.0
it_software,4.3,386.0,2250.0,20.0,229.0,278.0,16.99,32.0,4.2,7513.0,66526.0
it_software,4.5,2284.0,12666.0,20.0,83.0,600.0,20.99,51.0,4.5,96839.0,652403.0
it_software,4.5,6064.0,37806.0,15.0,15.0,64.0,16.99,77.0,4.4,164574.0,2168985.0
it_software,4.8,1320.0,5594.0,20.0,60.0,455.0,16.99,71.0,4.7,45475.0,209293.0
marketing,4.3,9352.0,46822.0,20.0,52.0,354.0,20.99,58.0,4.2,10380.0,76739.0
it_software,4.2,649.0,2860.0,20.0,43.0,316.0,16.99,85.0,4.2,773.0,3520.0
it_software,4.1,519.0,2154.0,20.0,52.0,470.0,17.99,51.0,4.3,2833.0,16352.0
development,4.2,4379.0,25771.0,18.0,100.0,1110.0,17.990650000000002,90.0,4.5,193164.0,454193.0
development,4.6,1431.0,10856.0,19.0,110.0,240.0,21.99189,88.0,4.7,13999.0,64522.0
personal_development,4.3,1005.0,12931.0,19.0,63.0,574.0,51.99,83.0,4.2,9157.0,43836.0
it_software,4.0,5592.0,43755.0,17.0,43.0,294.0,16.99,92.0,4.5,255212.0,681025.0
development,4.6,2514.0,19992.0,20.0,58.0,269.0,19.991270000000004,88.0,4.7,165671.0,562326.0
it_software,3.6,263.0,1008.0,20.0,699.0,4728.0,16.99,88.0,4.1,47720.0,626911.0
it_software,4.5,3235.0,14177.0,20.0,389.0,875.0,19.99,92.0,4.5,12682.0,48455.0
personal_development,4.4,971.0,6871.0,14.0,68.0,599.0,17.99,69.0,4.4,971.0,6872.0
design,4.7,14822.0,55128.0,19.0,168.0,1366.0,23.99,88.0,4.7,94805.0,313051.0
business,4.6,22419.0,82003.0,20.0,37.0,329.0,16.99,66.0,4.5,339445.0,1161819.0
development,4.6,6018.0,29691.0,19.0,295.0,1826.0,19.99,92.0,4.6,652986.0,1979353.0
development,4.2,2820.0,17876.0,20.0,111.0,540.0,17.99,76.0,4.4,57590.0,425283.0
development,4.7,1756.0,9182.0,20.0,92.0,570.0,23.99,91.0,4.6,258820.0,671113.0
business,4.2,1957.0,12150.0,20.0,84.0,532.0,16.99,87.0,4.3,20011.0,121365.0
development,4.5,1954.0,13088.0,20.0,119.0,398.0,21.99189,90.0,4.6,100829.0,404454.0
teaching_academics,4.3,329.0,7723.0,20.0,7.0,470.0,199.99,49.0,4.5,14266.0,56908.0
personal_development,4.3,496.0,2081.0,17.0,18.0,105.0,16.99,66.0,4.3,496.0,2081.0
it_software,4.5,94.0,588.0,19.0,172.0,1380.0,16.99,89.0,4.1,47720.0,626817.0
business,4.4,1096.0,6960.0,20.0,147.0,1977.0,20.99,92.0,4.6,41632.0,113155.0
development,4.9,955.0,15698.0,20.0,132.0,1217.0,21.99,88.0,4.8,6971.0,26296.0
it_software,3.9,44.0,414.0,20.0,88.0,289.0,200.04707000000002,67.0,3.4,70.0,577.0
business,4.5,2102.0,11209.0,20.0,68.0,478.0,23.99,89.0,4.4,12178.0,50654.0
it_software,4.3,253.0,1424.0,20.0,81.0,364.0,16.99,58.0,3.9,739.0,19660.0
teaching_academics,4.6,4025.0,16043.0,20.0,47.0,161.0,19.99,88.0,4.6,13835.0,62988.0
business,4.5,879.0,2198.0,20.0,75.0,398.0,21.99,51.0,4.6,25270.0,75615.0
personal_development,4.5,6928.0,152798.0,20.0,127.0,736.0,17.99,90.0,4.5,245360.0,2011894.0
teaching_academics,4.5,18484.0,81134.0,20.0,56.0,878.0,28.99,87.0,4.5,23990.0,195050.0
development,4.6,973.0,6167.0,20.0,69.0,827.0,16.99,85.0,4.5,17771.0,89738.0
marketing,4.5,1492.0,8571.0,20.0,247.0,790.0,17.99,49.0,4.3,3881.0,28152.0
development,4.7,4507.0,19980.0,20.0,180.0,1465.0,23.99,82.0,4.6,273723.0,1176351.0
personal_development,4.1,737.0,10878.0,20.0,17.0,133.0,49.99,88.0,4.4,66705.0,546015.0
it_software,4.4,2703.0,10733.0,20.0,55.0,353.0,16.99,32.0,4.5,35048.0,255012.0
business,4.1,750.0,3284.0,19.0,213.0,1435.0,16.99,92.0,4.1,1507.0,3876.0
it_software,4.6,646.0,5785.0,20.0,81.0,389.0,16.990340000000003,90.0,4.7,165670.0,562565.0
development,4.6,643.0,3870.0,18.0,38.0,298.0,17.99,43.0,4.5,42185.0,211210.0
development,4.5,1943.0,13699.0,20.0,15.0,350.0,16.99,51.0,4.6,652986.0,1979353.0
personal_development,4.4,1603.0,94105.0,20.0,59.0,661.0,19.99,92.0,4.5,245360.0,2011894.0
development,4.4,536.0,6204.0,19.0,57.0,398.0,16.99,84.0,4.2,4695.0,37763.0
it_software,4.2,771.0,2790.0,20.0,17.0,94.0,20.991580000000003,83.0,4.2,771.0,2790.0
design,4.6,20482.0,107143.0,19.0,73.0,604.0,17.99,88.0,4.6,34255.0,299936.0
it_software,4.4,2343.0,12121.0,20.0,57.0,270.0,16.99,85.0,4.4,16470.0,78878.0
it_software,4.3,6689.0,31496.0,16.0,92.0,674.0,16.99,51.0,4.3,6689.0,31496.0
business,4.5,5235.0,17747.0,19.0,56.0,388.0,17.99,88.0,4.5,24804.0,89898.0
business,4.6,6570.0,38984.0,19.0,111.0,495.0,16.99,90.0,4.5,339445.0,1162093.0
development,4.3,25498.0,90300.0,18.0,139.0,451.0,23.99,92.0,4.5,193164.0,454193.0
business,4.3,501.0,3415.0,20.0,38.0,283.0,19.99,92.0,4.2,6562.0,33473.0
business,4.1,2728.0,14665.0,20.0,33.0,294.0,16.99,88.0,4.2,6084.0,22778.0
business,4.4,1072.0,3540.0,18.0,22.0,145.0,99.99,83.0,4.4,1578.0,5364.0
personal_development,4.5,4328.0,30251.0,16.0,42.0,136.0,17.99,88.0,4.5,4328.0,30255.0
development,4.7,1555.0,16828.0,20.0,166.0,1675.0,21.99,88.0,4.6,31457.0,126550.0
business,4.5,2199.0,14541.0,20.0,19.0,50.0,19.99,92.0,4.5,61441.0,190125.0
personal_development,4.4,554.0,3167.0,20.0,57.0,188.0,24.99,89.0,4.3,875.0,4698.0
design,4.7,1594.0,7041.0,20.0,56.0,543.0,16.99,90.0,4.7,1615.0,7085.0
business,4.4,2676.0,17071.0,17.0,47.0,365.0,16.99,89.0,4.3,6026.0,109004.0
it_software,4.3,11517.0,72554.0,18.0,137.0,876.0,19.99,92.0,4.3,35003.0,165574.0
business,4.5,8111.0,45783.0,20.0,63.0,231.0,17.99,78.0,4.5,339446.0,1161819.0
personal_development,4.6,262.0,1146.0,20.0,46.0,123.0,17.99,86.0,4.5,318.0,1195.0
development,4.3,3331.0,17294.0,20.0,120.0,1014.0,17.990650000000002,88.0,4.5,193164.0,454193.0
it_software,3.8,357.0,1183.0,20.0,32.0,205.0,16.99,69.0,4.0,465.0,1489.0
development,4.4,1469.0,9651.0,20.0,173.0,1921.0,16.99,79.0,4.4,3509.0,23734.0
personal_development,4.5,168.0,608.0,20.0,56.0,179.0,21.99,85.0,4.7,290.0,938.0
marketing,4.5,1601.0,7478.0,20.0,37.0,1377.0,16.99,67.0,4.4,8194.0,34037.0
development,4.4,689.0,5376.0,20.0,144.0,530.0,16.99,80.0,4.1,8696.0,59170.0
development,4.5,8603.0,54572.0,20.0,177.0,2101.0,16.99,88.0,4.5,214431.0,811374.0
it_software,4.2,575.0,2542.0,17.0,37.0,177.0,16.99,92.0,4.2,6092.0,47354.0
development,4.5,2740.0,74800.0,17.0,44.0,399.0,16.990340000000003,32.0,4.3,25008.0,677882.0
development,4.4,2644.0,15784.0,20.0,318.0,2175.0,20.991580000000003,89.0,4.6,258820.0,671113.0
it_software,4.5,928.0,6395.0,18.0,69.0,765.0,16.99,88.0,4.5,23032.0,113804.0
teaching_academics,4.6,1392.0,15881.0,17.0,55.0,144.0,17.99,91.0,4.7,32198.0,125236.0
design,4.5,1824.0,29898.0,20.0,62.0,170.0,21.99,32.0,4.5,21213.0,182870.0
personal_development,4.5,5127.0,47269.0,17.0,183.0,2407.0,23.99,66.0,4.5,6355.0,93236.0
development,4.4,1009.0,4326.0,20.0,125.0,400.0,16.99,80.0,4.5,1938.0,6863.0
development,4.5,1489.0,7871.0,20.0,82.0,703.0,16.99,88.0,4.6,273722.0,1176640.0
development,4.3,4208.0,26474.0,20.0,95.0,394.0,17.990650000000002,88.0,4.4,23374.0,121576.0
teaching_academics,4.1,90.0,954.0,17.0,118.0,695.0,23.99,89.0,4.1,90.0,954.0
business,4.2,169.0,822.0,20.0,59.0,991.0,21.99,84.0,4.2,169.0,822.0
office_productivity,4.6,9030.0,43257.0,20.0,307.0,1658.0,16.99,88.0,4.7,46341.0,154096.0
it_software,4.3,276.0,3065.0,19.0,76.0,254.0,19.991270000000004,92.0,4.5,19007.0,52032.0
development,4.5,9104.0,34469.0,20.0,58.0,1039.0,28.99,88.0,4.5,60107.0,236203.0
business,4.2,1925.0,12557.0,20.0,39.0,377.0,16.99,83.0,4.3,11551.0,78519.0
development,4.0,3242.0,18632.0,19.0,272.0,1951.0,32.99530000000001,89.0,4.2,5658.0,32325.0
personal_development,4.2,673.0,5110.0,20.0,299.0,460.0,16.99,90.0,4.5,3555.0,25197.0
business,4.1,523.0,1771.0,20.0,85.0,3710.0,16.99,87.0,4.6,1169.0,2203.0
business,4.3,2365.0,6173.0,20.0,493.0,5465.0,19.99,84.0,4.3,2515.0,7307.0
marketing,4.3,2537.0,14252.0,20.0,63.0,175.0,20.99,58.0,4.3,12834.0,127212.0
it_software,4.4,833.0,6406.0,20.0,158.0,1366.0,21.99,88.0,4.5,19007.0,52026.0
development,4.1,885.0,4798.0,18.0,30.0,201.0,20.99,87.0,4.4,4657.0,35900.0
personal_development,4.6,6307.0,33059.0,20.0,198.0,617.0,27.99,89.0,4.7,56917.0,177121.0
teaching_academics,4.2,1310.0,9010.0,20.0,206.0,766.0,129.99,32.0,4.3,11837.0,65443.0
business,4.1,3411.0,83265.0,20.0,72.0,346.0,16.99,88.0,4.4,30512.0,320298.0
development,4.6,551.0,5425.0,20.0,56.0,680.0,38.99,92.0,4.5,14112.0,186805.0
it_software,4.5,9136.0,27465.0,18.0,266.0,829.0,16.99,32.0,4.5,96839.0,652565.0
business,4.6,3617.0,19969.0,20.0,74.0,536.0,23.99,88.0,4.6,4053.0,28677.0
office_productivity,4.3,4445.0,22264.0,18.0,132.0,600.0,21.99,60.0,4.4,39566.0,149847.0
it_software,3.8,139.0,1801.0,20.0,55.0,381.0,27.99,91.0,4.0,1338.0,6872.0
marketing,4.4,2951.0,15874.0,20.0,38.0,161.0,19.99,78.0,4.4,170633.0,918295.0
business,4.6,19723.0,73767.0,20.0,98.0,295.0,19.99,88.0,4.5,31511.0,125818.0
teaching_academics,4.5,1692.0,12012.0,20.0,29.0,163.0,17.99,88.0,4.4,4091.0,72078.0
it_software,4.4,2636.0,11940.0,20.0,124.0,1624.0,21.99,92.0,4.4,3289.0,15474.0
development,4.5,78224.0,329517.0,20.0,25.0,139.0,16.99,69.0,4.5,339445.0,1162093.0
it_software,4.4,550.0,2840.0,19.0,34.0,460.0,19.99,62.0,4.2,6092.0,47361.0
it_software,4.6,20946.0,66899.0,20.0,25.0,198.0,16.99,69.0,4.6,25270.0,75604.0
development,4.1,3885.0,19768.0,20.0,37.0,357.0,16.990340000000003,89.0,4.1,14366.0,135828.0
teaching_academics,4.6,3805.0,18996.0,20.0,36.0,164.0,17.99,86.0,4.5,14266.0,56908.0
personal_development,4.3,362.0,5179.0,20.0,82.0,963.0,17.99,84.0,4.5,13415.0,64047.0
business,4.3,1100.0,2017.0,19.0,38.0,335.0,16.99,84.0,4.3,1100.0,2017.0
design,4.2,1813.0,20081.0,20.0,63.0,199.0,19.99,91.0,4.3,14830.0,132908.0
personal_development,4.4,2790.0,16567.0,20.0,13.0,179.0,16.99,62.0,4.5,4842.0,33727.0
development,4.7,2105.0,10593.0,20.0,369.0,3607.0,19.99,84.0,4.7,282312.0,864975.0
marketing,4.3,1139.0,6646.0,20.0,117.0,941.0,23.99,86.0,4.4,170633.0,918295.0
personal_development,4.7,1714.0,14878.0,17.0,14.0,171.0,20.99,90.0,4.4,11708.0,47221.0
business,4.4,5951.0,16657.0,20.0,31.0,169.0,17.99,91.0,4.4,18947.0,60738.0
it_software,4.5,24464.0,102784.0,18.0,99.0,1283.0,16.99,88.0,4.6,45368.0,278078.0
development,4.2,1206.0,5823.0,17.0,21.0,143.0,16.99,90.0,4.2,1206.0,5823.0
marketing,4.5,538.0,5127.0,20.0,28.0,337.0,17.99,81.0,4.5,21876.0,104580.0
business,4.3,628.0,1927.0,20.0,91.0,865.0,17.99,72.0,4.3,881.0,3900.0
personal_development,4.6,5787.0,47165.0,15.0,19.0,294.0,27.99,76.0,4.6,54164.0,321494.0
business,4.2,1373.0,16970.0,20.0,76.0,289.0,19.99,89.0,4.5,22767.0,215506.0
development,4.2,1488.0,9068.0,20.0,66.0,298.0,16.99,88.0,4.2,5658.0,32319.0
development,4.1,4097.0,36908.0,18.0,253.0,2126.0,21.99,90.0,4.3,9185.0,98316.0
teaching_academics,4.8,65.0,1863.0,20.0,104.0,393.0,16.99,85.0,4.6,1276.0,9598.0
business,4.7,941.0,5390.0,20.0,36.0,112.0,16.99,89.0,4.6,41632.0,113155.0
development,4.5,22817.0,135231.0,20.0,111.0,854.0,23.99,90.0,4.5,89865.0,405914.0
personal_development,4.4,15781.0,55157.0,17.0,52.0,274.0,16.99,73.0,4.5,51862.0,367658.0
business,4.5,1067.0,26971.0,17.0,67.0,523.0,19.99,60.0,4.4,5093.0,173507.0
personal_development,4.4,360.0,11458.0,20.0,80.0,751.0,21.99,85.0,4.3,413.0,20698.0
business,4.3,804.0,2790.0,19.0,97.0,882.0,17.99,90.0,4.4,5832.0,20906.0
development,4.3,286.0,1227.0,18.0,66.0,607.0,16.99,87.0,4.6,1084.0,3267.0
business,4.7,395.0,4231.0,20.0,26.0,126.0,19.99,68.0,4.6,8745.0,29901.0
it_software,4.5,4724.0,24638.0,20.0,80.0,271.0,19.991270000000004,85.0,4.6,63201.0,251339.0
development,4.6,1649.0,8237.0,20.0,42.0,263.0,16.99,85.0,4.6,273722.0,1176351.0
office_productivity,4.5,3545.0,15080.0,20.0,38.0,210.0,16.99,88.0,4.4,17955.0,87916.0
development,4.6,2958.0,14004.0,20.0,87.0,463.0,16.99,88.0,4.5,8330.0,78088.0
development,4.5,538.0,3566.0,20.0,95.0,921.0,21.99,62.0,4.2,19299.0,214061.0
design,4.1,938.0,4625.0,20.0,9.0,42.0,17.99,89.0,4.1,946.0,4652.0
teaching_academics,4.2,5520.0,33344.0,17.0,28.0,214.0,17.99,84.0,4.3,6453.0,58939.0
development,4.6,5784.0,20878.0,16.0,165.0,709.0,21.99,32.0,4.6,5784.0,20878.0
business,4.4,7926.0,30112.0,20.0,125.0,1558.0,17.99,32.0,4.4,31525.0,74271.0
it_software,4.4,1624.0,18819.0,20.0,194.0,1424.0,21.99,92.0,4.6,100190.0,314001.0
it_software,4.5,2155.0,7603.0,20.0,165.0,893.0,27.993750000000002,67.0,4.5,3231.0,15093.0
development,4.5,1209.0,7197.0,20.0,63.0,430.0,21.99,90.0,4.5,10647.0,101757.0
development,4.7,61471.0,205536.0,20.0,559.0,3141.0,21.99,88.0,4.6,258820.0,671113.0
marketing,4.5,2429.0,34482.0,20.0,18.0,52.0,16.99,90.0,4.4,16161.0,196037.0
it_software,4.4,2848.0,12920.0,20.0,77.0,422.0,16.99,62.0,4.5,23032.0,113804.0
development,4.7,184528.0,601069.0,20.0,604.0,3692.0,16.99,84.0,4.7,282312.0,865160.0
development,4.5,668.0,3556.0,20.0,127.0,796.0,16.990340000000003,88.0,3.9,4521.0,16952.0
development,4.3,287.0,1285.0,20.0,467.0,3736.0,16.99,43.0,4.4,7731.0,32824.0
business,4.5,730.0,5110.0,20.0,160.0,531.0,17.99,82.0,4.5,119842.0,393060.0
design,4.5,3394.0,22320.0,19.0,59.0,296.0,16.99,73.0,4.5,65191.0,266879.0
development,4.3,1411.0,31736.0,20.0,99.0,1180.0,17.99,88.0,4.4,66705.0,546015.0
teaching_academics,4.4,1659.0,6587.0,20.0,63.0,4619.0,19.99,89.0,4.4,16852.0,53475.0
development,4.8,1110.0,13521.0,20.0,99.0,748.0,19.99,87.0,4.8,9493.0,38555.0
development,4.5,15635.0,63310.0,18.0,137.0,620.0,21.99,83.0,4.5,193164.0,454107.0
it_software,3.8,2123.0,10137.0,20.0,196.0,2597.0,139.99,90.0,4.2,11745.0,48207.0
office_productivity,4.5,2177.0,11602.0,20.0,152.0,725.0,29.99,88.0,4.5,2183.0,11620.0
personal_development,4.4,1146.0,9564.0,16.0,41.0,174.0,104.99,84.0,4.4,11708.0,47220.0
development,4.4,222.0,881.0,18.0,138.0,1284.0,16.99,88.0,4.4,561.0,1607.0
design,4.1,630.0,4663.0,20.0,96.0,679.0,19.99,84.0,4.1,630.0,4663.0
business,4.6,887.0,3095.0,20.0,65.0,617.0,21.99,69.0,4.6,1519.0,4279.0
development,4.6,3125.0,46750.0,20.0,38.0,375.0,16.99,88.0,4.6,75247.0,751921.0
development,4.4,758.0,3418.0,20.0,84.0,669.0,20.991580000000003,91.0,4.4,8045.0,170600.0
development,4.6,278.0,1436.0,20.0,696.0,3093.0,23.99,89.0,4.6,278.0,1436.0
business,4.0,433.0,4502.0,20.0,19.0,219.0,199.99,91.0,4.3,7136.0,88800.0
development,4.5,2381.0,12274.0,20.0,322.0,1225.0,19.991270000000004,51.0,4.4,2752.0,13404.0
business,4.6,6273.0,38634.0,18.0,36.0,294.0,17.99,56.0,4.6,41632.0,113155.0
business,4.7,1277.0,5415.0,20.0,142.0,764.0,16.99,67.0,4.6,8011.0,20252.0
it_software,4.2,721.0,4411.0,20.0,47.0,396.0,16.99,30.0,4.3,1394.0,11196.0
marketing,4.4,1576.0,9710.0,19.0,91.0,131.0,16.99,85.0,4.7,51619.0,187187.0
development,4.5,242.0,4613.0,20.0,63.0,625.0,21.99,92.0,4.5,3230.0,36360.0
it_software,4.2,530.0,2705.0,20.0,260.0,721.0,16.99,32.0,4.5,2943.0,15423.0
development,4.2,2149.0,12182.0,20.0,72.0,350.0,21.99,83.0,4.1,6183.0,34200.0
personal_development,4.7,2491.0,24777.0,18.0,241.0,663.0,49.99,69.0,4.6,13235.0,140950.0
development,4.2,133.0,1508.0,20.0,118.0,905.0,17.99,37.0,4.6,1029.0,5948.0
business,4.6,2711.0,62988.0,20.0,111.0,325.0,17.99,88.0,4.5,132521.0,907559.0
development,4.8,785.0,10237.0,20.0,222.0,1147.0,17.99,88.0,4.8,1014.0,13442.0
it_software,4.6,1667.0,10518.0,19.0,122.0,386.0,17.990650000000002,89.0,4.6,23126.0,153359.0
it_software,4.3,408.0,2414.0,18.0,61.0,330.0,16.99,92.0,4.6,5196.0,37374.0
it_software,4.6,3235.0,20610.0,20.0,71.0,681.0,17.99,89.0,4.6,63201.0,251388.0
it_software,4.7,1621.0,7741.0,19.0,69.0,1090.0,16.990340000000003,89.0,4.5,46162.0,130144.0
personal_development,4.5,2948.0,15599.0,17.0,37.0,169.0,16.99,91.0,4.5,16417.0,115388.0
marketing,4.4,629.0,1299.0,20.0,67.0,176.0,19.99,80.0,4.2,822.0,1507.0
development,4.1,3101.0,16195.0,20.0,40.0,118.0,21.99189,88.0,4.2,6036.0,64499.0
it_software,4.6,1209.0,8135.0,20.0,107.0,624.0,16.99,92.0,4.5,17771.0,89711.0
development,4.2,2638.0,20089.0,20.0,55.0,265.0,21.99189,89.0,4.2,2638.0,20089.0
it_software,4.3,2767.0,9126.0,20.0,34.0,95.0,16.99,77.0,4.3,2767.0,9128.0
development,4.5,3059.0,23793.0,20.0,59.0,372.0,21.99,91.0,4.6,100829.0,404488.0
development,4.3,3505.0,36440.0,20.0,49.0,431.0,21.99189,83.0,4.4,112580.0,556334.0
business,4.4,3832.0,15842.0,20.0,38.0,535.0,19.99,32.0,4.4,3832.0,20904.0
it_software,4.3,748.0,3164.0,20.0,72.0,334.0,16.99,83.0,4.2,1523.0,5478.0
business,4.6,2163.0,12085.0,20.0,63.0,668.0,19.99,90.0,4.6,100829.0,404488.0
it_software,4.5,691.0,3994.0,18.0,55.0,348.0,16.99,58.0,4.2,6030.0,43552.0
development,4.6,60182.0,246205.0,20.0,418.0,3534.0,23.99,90.0,4.5,214431.0,811374.0
personal_development,4.7,920.0,9126.0,20.0,26.0,377.0,17.99,73.0,4.7,17768.0,63356.0
business,4.4,381.0,2400.0,17.0,275.0,1418.0,16.99,86.0,4.3,24761.0,133616.0
development,4.5,19141.0,85476.0,20.0,55.0,414.0,19.99,69.0,4.6,85259.0,267367.0
development,4.5,1311.0,6682.0,20.0,217.0,419.0,27.99,86.0,4.2,15535.0,240521.0
development,3.6,559.0,2117.0,19.0,41.0,274.0,20.99,92.0,3.7,939.0,3032.0
it_software,4.5,872.0,8107.0,20.0,131.0,750.0,23.99,89.0,4.7,165671.0,562326.0
design,4.2,650.0,2610.0,19.0,85.0,767.0,23.99,90.0,4.3,735.0,2858.0
development,4.4,5949.0,36487.0,19.0,151.0,385.0,21.99,89.0,4.4,57590.0,425283.0
development,4.5,1952.0,9791.0,20.0,176.0,969.0,19.991270000000004,86.0,4.3,8739.0,76368.0
design,4.4,1624.0,25445.0,20.0,90.0,374.0,16.99,32.0,4.5,245360.0,2011744.0
design,4.4,804.0,7740.0,20.0,154.0,1411.0,17.99,87.0,4.3,9255.0,86452.0
personal_development,4.7,1646.0,7602.0,20.0,78.0,442.0,17.99,84.0,4.7,14176.0,43419.0
development,4.5,13661.0,65113.0,18.0,249.0,1311.0,37.99685,87.0,4.5,398275.0,1800455.0
personal_development,4.7,463.0,2028.0,17.0,131.0,473.0,16.99,88.0,4.7,463.0,2028.0
business,4.1,663.0,2966.0,19.0,69.0,334.0,17.99,88.0,4.2,1884.0,69435.0
business,4.4,1263.0,5921.0,20.0,51.0,375.0,16.99,88.0,4.5,26337.0,93654.0
office_productivity,4.6,2673.0,23175.0,16.0,29.0,139.0,19.99,91.0,4.6,214436.0,707746.0
development,4.7,4361.0,24514.0,20.0,70.0,692.0,16.99,88.0,4.6,509993.0,1193050.0
business,4.6,1707.0,6866.0,15.0,83.0,479.0,16.99,82.0,4.6,1707.0,7341.0
business,4.5,293.0,2035.0,20.0,58.0,226.0,16.99,88.0,4.4,4178.0,82386.0
business,4.6,1438.0,12462.0,20.0,30.0,140.0,17.99,56.0,4.4,2985.0,24591.0
it_software,4.1,260.0,1825.0,20.0,302.0,1962.0,21.99,43.0,4.4,1096.0,6280.0
development,4.3,242.0,1177.0,20.0,185.0,1059.0,19.99,92.0,4.4,11150.0,146375.0
it_software,4.0,754.0,10950.0,19.0,39.0,387.0,16.990340000000003,58.0,4.2,11745.0,48207.0
teaching_academics,4.5,1283.0,6010.0,20.0,65.0,325.0,24.99,85.0,4.5,1334.0,6563.0
office_productivity,4.2,316.0,1142.0,19.0,5.0,82.0,16.99,90.0,4.0,610.0,4523.0
development,4.6,3514.0,19963.0,18.0,78.0,408.0,16.99,32.0,4.6,273722.0,1176640.0
it_software,4.1,719.0,3723.0,17.0,52.0,211.0,16.99,83.0,4.6,7165.0,86417.0
development,4.7,774.0,3361.0,20.0,255.0,3110.0,16.99,88.0,4.7,774.0,3948.0
personal_development,4.1,337.0,1164.0,16.0,93.0,516.0,17.99,86.0,4.1,337.0,1164.0
business,4.5,616.0,26607.0,16.0,58.0,307.0,17.99,88.0,4.5,616.0,26607.0
design,4.4,417.0,1755.0,20.0,18.0,311.0,16.99,83.0,4.2,2002.0,11977.0
business,4.6,604.0,5291.0,19.0,280.0,1783.0,19.99,69.0,4.6,8745.0,29895.0
personal_development,4.6,2256.0,10274.0,17.0,54.0,335.0,119.99,81.0,4.6,2280.0,10367.0
business,4.7,2939.0,12909.0,20.0,48.0,322.0,17.99,89.0,4.5,119842.0,393060.0
it_software,4.4,1369.0,5880.0,18.0,121.0,1137.0,21.99,88.0,4.4,2331.0,23669.0
development,4.7,20448.0,75925.0,20.0,141.0,667.0,17.990650000000002,62.0,4.7,282312.0,865160.0
development,4.4,2844.0,14136.0,19.0,57.0,522.0,21.99,87.0,4.4,11435.0,31530.0
it_software,4.6,907.0,5303.0,19.0,50.0,355.0,34.99,89.0,4.5,12682.0,48455.0
development,3.0,139.0,892.0,20.0,315.0,3422.0,16.99,78.0,3.8,277.0,1478.0
it_software,4.4,533.0,2187.0,20.0,125.0,1055.0,19.99,58.0,4.3,5886.0,26717.0
personal_development,4.4,415.0,2404.0,20.0,211.0,1044.0,21.99,32.0,4.4,4638.0,22317.0
marketing,4.5,1727.0,7714.0,20.0,26.0,172.0,19.99,86.0,4.5,2594.0,10670.0
it_software,4.6,2257.0,8427.0,20.0,66.0,501.0,19.99,32.0,4.5,2882.0,10325.0
development,4.5,1768.0,13279.0,20.0,60.0,442.0,21.99189,86.0,4.6,652986.0,1978937.0
it_software,4.4,315.0,1560.0,20.0,54.0,595.0,16.99,92.0,3.8,1468.0,11065.0
development,4.4,3629.0,30572.0,20.0,165.0,1494.0,16.990340000000003,81.0,4.3,5440.0,72529.0
development,4.3,5225.0,20144.0,20.0,289.0,2112.0,24.99,92.0,4.2,11745.0,48207.0
marketing,4.5,118360.0,500447.0,19.0,82.0,449.0,21.99,90.0,4.5,398276.0,1800188.0
marketing,4.7,740.0,5830.0,15.0,42.0,73.0,16.99,85.0,4.6,4326.0,13127.0
business,4.2,748.0,3094.0,20.0,66.0,110.0,21.99,88.0,4.3,1007.0,3628.0
personal_development,4.4,5276.0,22620.0,17.0,28.0,219.0,179.99,92.0,4.4,80108.0,271227.0
design,4.3,742.0,2769.0,19.0,26.0,247.0,17.99,85.0,4.2,2002.0,11979.0
development,4.4,15344.0,63416.0,20.0,220.0,1313.0,20.991580000000003,81.0,4.5,288507.0,988948.0
personal_development,4.5,595.0,4631.0,20.0,22.0,1224.0,44.99,88.0,4.3,1854.0,13891.0
business,4.3,1853.0,13102.0,20.0,81.0,336.0,20.99,92.0,4.4,7342.0,33097.0
